N,SortedVector Add,LinkedList Add,BST Add,SortedVector Search,LinkedList Search,BST Search,SortedVector Save,SortedList Save, BST Save,SortedVector Remove,SortedList Remove,BST Remove,Vector Add Front,LinkedList Add Front,Vector Add Back,LinkedList Add Back,Vector Remove Front,LinkedList Remove Front,Vector Remove Back,LinkedList Remove Back,Vector Get,LinkedList Get
1000.000000,0.001312,0.001315,0.000176,0.000216,0.002494,0.000134,0.000076,0.000074,0.000065,0.000394,0.001841,0.000198,0.000461,0.098981,0.000009,0.000010,0.000467,0.000006,0.000002,0.000484,0.000003,0.000316
2000.000000,0.004761,0.005415,0.000366,0.000429,0.010447,0.000301,0.000152,0.000119,0.000133,0.001140,0.007855,0.000430,0.001693,0.650330,0.000022,0.000020,0.001878,0.000031,0.000005,0.003015,0.000005,0.001803
3000.000000,0.010916,0.011224,0.000529,0.000652,0.025412,0.000521,0.000213,0.000177,0.000270,0.002169,0.018695,0.000740,0.004204,2.096822,0.000025,0.000028,0.004146,0.000018,0.000007,0.006864,0.000007,0.004125
4000.000000,0.019305,0.020976,0.000647,0.000856,0.047692,0.000695,0.000352,0.000295,0.000321,0.003476,0.035635,0.001013,0.006920,4.959599,0.000037,0.000038,0.007462,0.000045,0.000009,0.012990,0.000016,0.008184
5000.000000,0.032098,0.035457,0.000929,0.001379,0.079531,0.001015,0.000367,0.000281,0.000360,0.005278,0.057609,0.001261,0.011290,9.583481,0.000047,0.000050,0.011515,0.000075,0.000012,0.023295,0.000012,0.013891
6000.000000,0.045677,0.052006,0.001052,0.001361,0.115397,0.001176,0.000375,0.000327,0.000512,0.007138,0.085641,0.001759,0.014869,16.726179,0.000063,0.000063,0.016405,0.000059,0.000014,0.037437,0.000016,0.022685
7000.000000,0.063187,0.071394,0.001243,0.002000,0.157957,0.001405,0.000503,0.000607,0.000695,0.009933,0.119063,0.002157,0.020065,26.683887,0.000036,0.000072,0.022588,0.000060,0.000018,0.054023,0.000017,0.031850
8000.000000,0.080899,0.091886,0.001563,0.002311,0.205289,0.001818,0.000499,0.000510,0.000606,0.012433,0.156189,0.002395,0.027299,40.030724,0.000042,0.000087,0.027281,0.000105,0.000020,0.073056,0.000031,0.043584
9000.000000,0.102517,0.120429,0.001661,0.002356,0.260744,0.001997,0.000529,0.000496,0.000855,0.015484,0.197583,0.004019,0.033404,58.834015,0.000052,0.000086,0.038187,0.000164,0.000020,0.102302,0.000024,0.056887
10000.000000,0.130058,0.148770,0.001898,0.002350,0.322620,0.002179,0.000873,0.000841,0.000812,0.018890,0.249302,0.003465,0.041272,81.705268,0.000048,0.000096,0.046129,0.000176,0.000022,0.127864,0.000028,0.072148
11000.000000,0.155993,0.181015,0.002092,0.002584,0.400357,0.002590,0.001056,0.000947,0.000758,0.023606,0.302661,0.003594,0.049353,110.036505,0.000058,0.000112,0.054687,0.000189,0.000026,0.155905,0.000039,0.089695
12000.000000,0.184200,0.217037,0.002291,0.003539,0.473384,0.002941,0.000798,0.000669,0.000932,0.027115,0.357910,0.004211,0.058517,146.966194,0.000087,0.000107,0.063876,0.000180,0.000026,0.191392,0.000053,0.110233
13000.000000,0.220366,0.260934,0.002544,0.003111,0.563775,0.003223,0.000892,0.000921,0.001182,0.035155,0.430450,0.004259,0.069125,182.844239,0.000713,0.000140,0.074909,0.000215,0.000029,0.232363,0.000042,0.135615
